,사업장명,인허가일자,인허가취소일자,폐업일자,상세영업상태코드,상세영업상태명,도로명주소,지번주소
2204,더건강한피티,2015-03-02,,,13,영업중,서울특별시 마포구 마포대로11길 7-18 지하1층 (공덕동),서울특별시 마포구 공덕동 285번지 지하1층 
2205,MBC 휘트니스센터,2015-03-12,,,13,영업중,서울특별시 마포구 성암로 267 (상암동 MBC 경영센터 지하1층),서울특별시 마포구 상암동 MBC 경영센터 지하1층 
2206,크로스핏 칸,2015-03-16,,,13,영업중,서울특별시 마포구 독막로9길 31 (서교동 지하 1층),서울특별시 마포구 서교동 404-15번지 지하1층 
2207,엠휘트니스,2015-03-17,,,13,영업중,서울특별시 마포구 백범로 199 (신공덕동 메트로디오빌 지하2층),서울특별시 마포구 신공덕동 167번지 메트로디오빌 지하2층 
2208,Dr.GYM 피트니스,2008-07-02,,,13,영업중,서울특별시 마포구 월드컵로13길 34 45층 (망원동 두드림빌딩),서울특별시 마포구 망원동 375-8번지 4층5층 
2209,큐어짐,2008-07-08,,,13,영업중,서울특별시 마포구 독막로 320 지하1층 B102103105~108 113호 (도화동 데시앙 한빛빌딩),서울특별시 마포구 도화동 560번지 지하102103105106107108113 
2210,커브스 도화클럽,2009-02-05,,,13,영업중,서울특별시 마포구 새창로 30 2층 (도화동 백상빌딩),서울특별시 마포구 도화동 4-112번지 2층층 
2211,VKNY Gym(비키니짐),2012-07-19,,,13,영업중,서울특별시 마포구 양화로7안길 12 지하1층 (서교동),서울특별시 마포구 서교동 391-6번지 지하1층 
2212,태영휘트니스,2012-09-25,,,13,영업중,서울특별시 마포구 월드컵북로 207 2층 (성산동 근영빌딩),서울특별시 마포구 성산동 157-3번지 근영빌딩 2층 
2213,다올핏,2022-09-15,,,13,영업중,서울특별시 노원구 동일로 1689 2층 215호 (상계동 하이베라스),서울특별시 노원구 상계동 1262 하이베라스
2214,모션짐,2022-05-09,,,13,영업중,서울특별시 강동구 천호대로173길 39 B1층 (길동 다성 이즈빌),서울특별시 강동구 길동 416-17 다성 이즈빌
2215,디앤비,2009-03-24,,,13,영업중,서울특별시 마포구 독막로 100 지하1층 B102~B104호 (상수동 세방글로벌시티),서울특별시 마포구 상수동 157-1번지 세방글로벌시티 B102~B104 
2216,데이지라이프 휘트니스,2009-07-20,,,13,영업중,서울특별시 마포구 서강로 60 지하1층 (창전동 미지빌딩),서울특별시 마포구 창전동 141-4번지 미지빌딩 지1층 
2217,휘트니스엠 롯데캐슬점,2009-08-17,,,13,영업중,서울특별시 마포구 마포대로 109 지하2층 (공덕동 롯데캐슬프레지던트),서울특별시 마포구 공덕동 467 롯데캐슬프레지던트 지2층 B205호
2218,휘트니스 에이든(Aiden),2009-11-05,,,13,영업중,서울특별시 마포구 신촌로 92 15층 (노고산동 신촌카리스빌딩),서울특별시 마포구 노고산동 57-4번지 신촌카리스빌딩 15층 
2219,스포짐휘트니스,2009-11-25,,,13,영업중,서울특별시 마포구 월드컵북로5나길 18 지하1층 B101호 (서교동 대우미래사랑),서울특별시 마포구 서교동 487 지1층 B101호 
2220,플래티넘PT(피티)스튜디오,2009-12-28,,,13,영업중,서울특별시 마포구 성지길 22 4층 (합정동),서울특별시 마포구 합정동 375-28번지 
2221,대성권투체육관,2004-06-10,,,13,영업중,서울특별시 마포구 홍익로5길 25 4층 (서교동),서울특별시 마포구 서교동 355-27번지 (4층) 
2222,스포애니 마포염리동점,2010-05-25,,,13,영업중,서울특별시 마포구 독막로 291 지하2층 (염리동 한청빌딩),서울특별시 마포구 염리동 161-7 지하2층 
2223,TNK BODYSCHOOL,2011-11-14,,,13,영업중,서울특별시 마포구 마포대로 173 지층 (공덕동 현대하이엘),서울특별시 마포구 공덕동 463번지 현대하이엘 B113~B118 
2224,스포벡 휘트니스,2012-04-25,,,13,영업중,서울특별시 마포구 마포대로 204 지하1층 (아현동 SK허브블루오피스텔),서울특별시 마포구 아현동 737번지 SK허브블루오피스텔 지층 
2225,웰니스 휘트니스,2012-05-18,,,13,영업중,서울특별시 마포구 월드컵북로54길 17 지층 105-106호 (상암동 사보이시티DMC),서울특별시 마포구 상암동 1597번지 지하1층 105-106호 
2226,우리짐,2012-05-24,,,13,영업중,서울특별시 마포구 월드컵로 29 4층 (합정동 제이에이치빌딩),서울특별시 마포구 합정동 426-8번지 제이에이치 빌딩 4층 
2227,S-fit,2012-05-27,,,13,영업중,서울특별시 마포구 독막로 145 2층 (창전동 서강쌍용예가 근린시설2단지동 ),서울특별시 마포구 창전동 444번지 서강쌍용예가 근린시설2단지동 2층 
2228,아이짐,2012-05-30,,,13,영업중,서울특별시 마포구 토정로 296 이연빌딩 3층 (용강동),서울특별시 마포구 용강동 45-5번지 이연빌딩 
2229,케이불스 휘트니스 마포구청역점,2012-06-08,,,13,영업중,서울특별시 마포구 월드컵로 196 지하2층 (성산동 대명비첸시티),서울특별시 마포구 성산동 591-4번지 
2230,피트니스플랜비,2016-05-19,,,13,영업중,서울특별시 마포구 월드컵북로54길 11 상암동동 지하1층 101-3호 (상암동 전자회관),서울특별시 마포구 상암동 1599 
2231,애프터 피티,2016-07-12,,,13,영업중,서울특별시 마포구 월드컵로13길 14 (망원동),서울특별시 마포구 망원동 376-8 
2232,엠베이스짐,2016-08-30,,,13,영업중,서울특별시 마포구 월드컵북로54길 17 3층 304305307호 (상암동 사보이시티DMC),서울특별시 마포구 상암동 1597번지 사보이시티DMC 3층 304305307호 
2233,월드컵스파랜드24 체력단련장,2004-07-12,,,13,영업중,서울특별시 마포구 월드컵로 240 1층 (성산동),서울특별시 마포구 성산동 515번지 
2234,드림핏퍼스널트레이닝(DreamFit Personaltraining),2012-06-11,,,13,영업중,서울특별시 마포구 양화로 64 지202호 (서교동),서울특별시 마포구 서교동 394-44번지 
2235,레벨에이치,2013-12-06,,,13,영업중,서울특별시 마포구 백범로 202 2층 (신공덕동 KCC웰츠타워 상가동),서울특별시 마포구 신공덕동 171번지 KCC웰츠타워 상가동 2층 
2236,(주)크로스핏엑스,2015-04-14,,,13,영업중,서울특별시 마포구 와우산로23길 9 (서교동 지하1층),서울특별시 마포구 서교동 344-6번지 지하1층 
2237,휘트니스피플우먼 홍대점,2015-05-08,,,13,영업중,서울특별시 마포구 양화로 164 9층 (동교동 유림빌딩 ),서울특별시 마포구 동교동 165-4 유림빌딩 9층 
2238,포에버핏 마포공덕점,2015-11-05,,,13,영업중,서울특별시 마포구 도화길 43 (도화동 나눔빌딩),서울특별시 마포구 도화동 571번지 
2239,준휘트니스클럽,2003-10-01,,,13,영업중,서울특별시 마포구 월드컵북로12안길 68 3층 (성산동 신한빌딩),서울특별시 마포구 성산동 49-9번지 신한빌딩 3층동 
2240,U.D.T GYM,2008-03-14,,,13,영업중,서울특별시 마포구 토정로 219 지하1층 (신수동),서울특별시 마포구 신수동 288-8번지 외1필지 지층 
2241,스타트원 스포츠짐,2008-05-15,,,13,영업중,서울특별시 마포구 연남로 30 202~208호 (연남동 상가B동),서울특별시 마포구 연남동 573번지 상가비동 202~208호 
2242,마크짐휘트니스,2003-12-12,,,13,영업중,서울특별시 마포구 월드컵로 155 6층 (망원동),서울특별시 마포구 망원동 474-3 6층 
2243,ELITE FIT 24,2004-03-02,,,13,영업중,서울특별시 마포구 월드컵로 87 (망원동),서울특별시 마포구 망원동 377-1번지 
2244,미지휘트니스골프클럽,2004-04-12,,,13,영업중,서울특별시 마포구 백범로 23 4층 (신수동 구플라자),서울특별시 마포구 신수동 63-14번지 구프라자 4층 
2245,1st Class GYM,2016-12-14,,,13,영업중,서울특별시 마포구 월드컵북로 396 (상암동 누리꿈스퀘어),서울특별시 마포구 상암동 1605번지 지하1층 1065호 
2246,다비드짐휘트니스,2017-01-11,,,13,영업중,서울특별시 마포구 월드컵북로 109 2층 (성산동),서울특별시 마포구 성산동 103-5 2층 
2247,아르케GYM(PT샵),2017-02-03,,,13,영업중,서울특별시 마포구 연희로1길 57 2층층 (연남동),서울특별시 마포구 연남동 383-23번지 2층 
2248,블루짐,2013-01-16,,,13,영업중,서울특별시 마포구 월드컵북로 502 3층 (상암동 월드컵파크 플라자),서울특별시 마포구 상암동 1740번지 
2249,태그아웃,2017-02-07,,,13,영업중,서울특별시 마포구 월드컵북로4길 72 2층 (동교동 한양빌딩),서울특별시 마포구 동교동 198-1번지 2층 
2250,CUBA FIT(쿠바핏),2017-02-28,,,13,영업중,서울특별시 마포구 매봉산로2길 15 4층 (상암동),서울특별시 마포구 상암동 4-2번지 4층 
2251,소핏짐(So Fit Gym),2017-02-13,,,13,영업중,서울특별시 마포구 양화로 78-9 지하2층 6층 (서교동),서울특별시 마포구 서교동 395-155
2252,PRIVE FIT (프리베핏),2017-03-30,,,13,영업중,서울특별시 마포구 굴레방로1길 25 지하1층 (아현동 애오개아이파크),서울특별시 마포구 아현동 780번지 지하1층 
2253,더바디피트니스,2017-10-26,,,13,영업중,서울특별시 마포구 월드컵로23길 4 1~5층 (망원동 두성빌딩),서울특별시 마포구 망원동 484-11 1~5층 
2254,Muscle96 GYM,2013-02-21,,,13,영업중,서울특별시 마포구 양화로 127 지하1층 (서교동),서울특별시 마포구 서교동 353-4 
2255,스마트짐,2013-02-27,,,13,영업중,서울특별시 마포구 월드컵북로 218 지하1층 (성산동),서울특별시 마포구 성산동 151-6번지 
2256,행복애짐,2013-02-27,,,13,영업중,서울특별시 마포구 방울내로 70 지하1층 (망원동),서울특별시 마포구 망원동 475-1번지 
2257,휘트니스 Aiden,2013-03-06,,,13,영업중,서울특별시 마포구 양화로 192 5층 (동교동 대영빌딩),서울특별시 마포구 동교동 173-14번지 대영빌딩 5층 
2258,엔터짐,2013-03-26,,,13,영업중,서울특별시 마포구 동교로23길 14 3층 (동교동 국제빌딩),서울특별시 마포구 동교동 201-16번지 
2259,세븐짐,2013-10-11,,,13,영업중,서울특별시 마포구 성암로13길 47 3층 (상암동),서울특별시 마포구 상암동 1286번지 3층 
2260,아놀드홍짐,2013-10-14,,,13,영업중,서울특별시 마포구 신촌로 134 지하1층 (노고산동 교보생명빌딩),서울특별시 마포구 노고산동 1-39번지 교보생명빌딩 지하1층 
2261,핫짐휘트니스(HOT GYM),2014-05-23,,2022-09-15,3,폐업,서울특별시 금천구 두산로 70 A동 T-B층 201호 (독산동),서울특별시 금천구 독산동 291-1
2262,휘트니스엠 마포점,2004-11-29,,,13,영업중,서울특별시 마포구 마포대로 33 (도화동 한화오벨리스크 지하1층 142호),서울특별시 마포구 도화동 555 한화오벨리스크 지하1층 142호
2263,서교휘트니스,2004-12-15,,,13,영업중,서울특별시 마포구 잔다리로 78 지하1층 (서교동),서울특별시 마포구 서교동 465-11 지1층 
2264,소의스포렉스,2005-03-25,,,13,영업중,서울특별시 마포구 마포대로24길 42 1층 (아현동 소의초등학교),서울특별시 마포구 아현동 386-1번지 소의초등학교내 
2265,바디엔스윙,2005-08-26,,,13,영업중,서울특별시 마포구 삼개로 38 우성상가A동 지층 7호 (도화동 도화3지구우성아파트),서울특별시 마포구 도화동 82 도화3지구우성아파트 
2266,맥스짐,2005-09-16,,,13,영업중,서울특별시 마포구 잔다리로 89 지하1층 (서교동),서울특별시 마포구 서교동 467-3번지 지층 
2267,FIT TO BE FITNESS,2018-03-03,,,13,영업중,서울특별시 마포구 창전로 20 성진빌딩 2층 (신정동),서울특별시 마포구 신정동 28-2번지 성진빌딩 
2268,킬러바디,2015-03-18,,,13,영업중,서울특별시 마포구 마포대로16길 6 (공덕동 지하1층),서울특별시 마포구 공덕동 109-95번지 지하1층 
2269,엠제트(MZ)휘트니스,2017-12-15,,,13,영업중,서울특별시 마포구 서강로 46 민주당빌딩 3층 (창전동),서울특별시 마포구 창전동 237 3층
2270,우리짐 상수점,2018-04-24,,,13,영업중,서울특별시 마포구 독막로 68 56층 (상수동),서울특별시 마포구 상수동 321-1
2271,짐라이트,2020-12-29,,,13,영업중,서울특별시 마포구 서강로 105 화일빌딩 4층 (창전동),서울특별시 마포구 창전동 2-92 화일빌딩 
2272,피티(PT)전문 헬스엔 플레이스 합정점,2020-12-31,,,13,영업중,서울특별시 마포구 독막로3길 30 에이치포빌딩 3층 (서교동),서울특별시 마포구 서교동 396-46 에이치포빌딩 
2273,신정커브스,2019-06-25,,2021-09-29,3,폐업,서울특별시 양천구 목동서로 349 센트럴프라자 12층 1201호 (신정동),서울특별시 양천구 신정동 321-6 센트럴프라자 
2274,재강헬스크럽,1995-09-30,,1999-03-23,3,폐업,,서울특별시 양천구 신정동 884-8번지 
2275,바위헬스,1996-05-22,,2000-04-07,3,폐업,서울특별시 양천구 곰달래로13길 33  (신월동),서울특별시 양천구 신월동 113-38번지 
2276,홍익헬스,1996-12-06,,2003-05-28,3,폐업,서울특별시 양천구 화곡로 98  (신월동),서울특별시 양천구 신월동 64-1번지 
2277,대흥헬스크럽,1997-01-08,,2003-01-29,3,폐업,서울특별시 양천구 신월로 186  (신월동),서울특별시 양천구 신월동 601-2번지 
2278,건 헬스크럽,1997-04-18,,2003-12-18,3,폐업,서울특별시 양천구 공항대로 558  (목동),서울특별시 양천구 목동 603-5번지 
2279,월드헬스,1997-04-28,,2000-07-03,3,폐업,서울특별시 양천구 등촌로 68  (목동),서울특별시 양천구 목동 731-8번지 
2280,영원스포츠,1997-05-02,,1998-09-22,3,폐업,서울특별시 양천구 신월로 134  (신월동),서울특별시 양천구 신월동 1001-2번지 
2281,뉴욕휘트니스클럽,1997-05-28,,2020-03-20,3,폐업,서울특별시 양천구 오목로 53  (신월동),서울특별시 양천구 신월동 445-13번지 
2282,청학스포츠타운,1997-11-06,,2013-08-26,3,폐업,서울특별시 양천구 오목로 344  (목동),서울특별시 양천구 목동 405-25번지 
2283,목동헬스클럽,1998-06-24,,2000-05-19,3,폐업,서울특별시 양천구 오목로 233  (신정동),서울특별시 양천구 신정동 902-10번지 
2284,509 P.T.S.,2012-01-19,,2018-08-01,3,폐업,서울특별시 양천구 오목로 178 3층 (신정동),서울특별시 양천구 신정동 952-5번지 3층 
2285,에브라임 짐,2003-06-19,,2020-05-04,3,폐업,서울특별시 양천구 목동동로8길 23 메리트원 601602호 (신정동),서울특별시 양천구 신정동 282-2번지 메리트원 601-2호
2286,맨하탄 휘트니스,2007-06-12,,2012-10-26,3,폐업,,서울특별시 양천구 신정동 9725번지 정빌딩 4층동 
2287,아탑 휘트니스,2008-07-16,,2010-12-28,3,폐업,,서울특별시 양천구 목동 405-251번지 협성빌딩 3층동 
2288,우성헬스,2015-07-29,,2018-08-31,3,폐업,서울특별시 양천구 목동남로4길 6-23 에이동 301303304호 (신정동),서울특별시 양천구 신정동 337번지 
2289,즐거워 GYM,2015-10-23,,2017-12-19,3,폐업,서울특별시 양천구 목동중앙본로7길 45 (목동 보미리즌빌),서울특별시 양천구 목동 739-1번지 
2290,MC휘트니스,2016-04-04,,2021-02-15,3,폐업,서울특별시 양천구 목동중앙로 101 광림빌딩 3층 (목동),서울특별시 양천구 목동 752-8 광림빌딩 
2291,M.D스포츠센타,2003-09-18,,2010-09-01,3,폐업,서울특별시 양천구 목동로 189  (신정동),서울특별시 양천구 신정동 994-5번지 
2292,아탑휘트니스,2009-05-11,,2010-03-15,3,폐업,서울특별시 양천구 신월로 389  (신정동),서울특별시 양천구 신정동 1009-6번지 
2293,MF휘트니스,2009-06-10,,2014-04-16,3,폐업,서울특별시 양천구 오목로 299  (목동지102지201),서울특별시 양천구 목동 962-1번지 지102지201 
2294,제로펫PT,2016-10-21,,2019-11-29,3,폐업,서울특별시 양천구 목동서로 77 현대월드타워 B116호 (목동),서울특별시 양천구 목동 907번지 현대월드타워 B116호
2295,몸매짐,2001-02-06,,2016-04-18,3,폐업,서울특별시 양천구 오목로 48 3층 (신월동),서울특별시 양천구 신월동 514-2번지 3층 
2296,에벤에셀 헬스그럽,2001-03-02,,,3,폐업,서울특별시 양천구 은행정로 5 (신정동),서울특별시 양천구 신정동 1023-12번지 
2297,청아헬스레저클럽,2001-03-07,,2006-02-03,3,폐업,서울특별시 양천구 공항대로 550  (목동3층),서울특별시 양천구 목동 603-1번지 3층 
2298,우리헬스,2001-10-17,,2006-10-30,3,폐업,서울특별시 양천구 목동남로4길 38  (신정동),서울특별시 양천구 신정동 174-1번지 
2299,유진헬스피아,2002-06-20,,2006-02-20,3,폐업,서울특별시 양천구 곰달래로14길 10  (신월동),서울특별시 양천구 신월동 229-26번지 
2300,연화헬스,2002-08-30,,2009-03-31,3,폐업,서울특별시 양천구 곰달래로5길 37  (신월동태형상가101호),서울특별시 양천구 신월동 134-17번지 태형상가101호 
2301,경진헬스,1994-08-01,,1998-07-25,3,폐업,서울특별시 양천구 신월로 110  (신월동),서울특별시 양천구 신월동 1003-1번지 
2302,다인헬스,1995-05-22,,2003-09-29,3,폐업,서울특별시 양천구 공항대로 638  (목동),서울특별시 양천구 목동 515-5번지 
2303,월드휘트니스클럽,2011-03-07,,2013-12-09,3,폐업,서울특별시 양천구 신정로11길 60 3층 (신정동 세명빌딩),서울특별시 양천구 신정동 773-8번지 세명빌딩 3층 
2304,팝스 이탈리아 짐,2006-11-24,,2012-04-23,3,폐업,서울특별시 양천구 목동서로 133-2  (목동하나프라자),서울특별시 양천구 목동 905-34번지 하나프라자 
2305,열린헬스,1999-05-28,,2002-09-06,3,폐업,서울특별시 양천구 중앙로 275  (신정동),서울특별시 양천구 신정동 1190-4번지 
2306,미진헬스,1999-08-26,,2009-06-18,3,폐업,서울특별시 양천구 신목로 53  (신정동6),서울특별시 양천구 신정동 88-5번지 6 
2307,양천주민편익시설,1999-09-01,,2015-03-18,3,폐업,,서울특별시 양천구 목동 900번지 
2308,양천주민편익시설,1999-09-01,,2015-03-18,3,폐업,,서울특별시 양천구 목동 900번지 
2309,헬스그린짐,2002-10-16,,2005-10-10,3,폐업,서울특별시 양천구 등촌로 68  (목동제일빌딩 3층),서울특별시 양천구 목동 731-8번지 제일빌딩 3층 
2310,우성헬스,1999-01-15,,2000-10-18,3,폐업,서울특별시 양천구 목동남로 46  (신정동),서울특별시 양천구 신정동 203-7번지 
2311,드림헬스피아,1999-05-12,,2008-11-17,3,폐업,서울특별시 양천구 목동서로 67  (목동우성에펠타운11층1101호),서울특별시 양천구 목동 907-4번지 우성에펠타운11층1101호 
2312,바른자세 플러스,2014-02-27,,2020-01-29,3,폐업,서울특별시 양천구 목동로19길 5 2층 (신정동),서울특별시 양천구 신정동 996-11번지 2층 
2313,일렉핏 스튜디오,2014-07-25,,2019-09-30,3,폐업,서울특별시 양천구 목동서로 213 509호 (목동 세신비젼프라자),서울특별시 양천구 목동 923번지 세신비젼프라자 509호
2314,올블랙스휘트니스,2015-05-27,,2020-01-09,3,폐업,서울특별시 양천구 목동서로 225 (목동 예술인센터 7층),서울특별시 양천구 목동 923-6번지 예술인센터 7층 
2315,사이클론휘트니스,2013-01-17,,2013-12-31,3,폐업,서울특별시 양천구 남부순환로 431 3층 (신월동),서울특별시 양천구 신월동 223-1번지 3층 
2316,에벤에셀 휘트니스&사우나,2013-04-24,,2021-10-05,3,폐업,서울특별시 양천구 은행정로 5 지층 (신정동),서울특별시 양천구 신정동 1023-12 지하1층 
2317,커브스신월클럽,2013-10-30,,2020-06-02,3,폐업,서울특별시 양천구 신정이펜2로 14 (신정동 서남 프라자2),서울특별시 양천구 신정동 1320번지 
2318,백마헬스크럽,1989-11-27,,2000-08-01,3,폐업,,서울특별시 양천구 목동 657-22번지 
2319,J.T.K헬스타운,2000-03-23,,2007-11-24,3,폐업,서울특별시 양천구 화곡로 58  (신월동),서울특별시 양천구 신월동 54-11번지 
2320,바위헬스,2000-04-11,,2013-05-01,3,폐업,서울특별시 양천구 월정로 143  (신월동4층5층(일부)),서울특별시 양천구 신월동 115-17번지 4층5층(일부) 
2321,목동종합헬스,2000-11-27,,2014-10-22,3,폐업,서울특별시 양천구 안양천로 939  (목동주경기장2층),서울특별시 양천구 목동 914번지 주경기장2층 
2322,강서헬스크럽,1989-12-18,,1999-05-04,3,폐업,서울특별시 양천구 중앙로 269  (신정동),서울특별시 양천구 신정동 1190-6번지 
2323,룡헬스크럽,1992-06-11,,2004-12-09,3,폐업,서울특별시 양천구 남부순환로59길 10  (신월동),서울특별시 양천구 신월동 132-4번지 
2324,역산헬스,1993-01-07,,2007-06-15,3,폐업,서울특별시 양천구 지양로 96  (신월동),서울특별시 양천구 신월동 913-1번지 
2325,무,1993-06-01,,1998-07-07,3,폐업,서울특별시 양천구 목동서로 301-13  (신정동),서울특별시 양천구 신정동 319-18번지 
2326,POWERDO(파워두),2016-11-11,,2019-05-20,3,폐업,서울특별시 양천구 은행정로5길 14 지층 1호 (신정동),서울특별시 양천구 신정동 1027-13번지 
2327,Bong FIT (봉핏),2017-02-13,,2018-03-07,3,폐업,서울특별시 양천구 목동서로 377 B동 2층 202호 (신정동 이스타빌3차아파트),서울특별시 양천구 신정동 323-9번지 이스타빌3차 B동 202호
2328,봉핏(Bong Fit),2018-07-24,,2021-02-24,3,폐업,서울특별시 양천구 목동서로 377 이스타빌 B동 202호 (신정동),서울특별시 양천구 신정동 323-9 이스타빌 B동 202호
2329,워너짐,2018-11-07,,,13,영업중,서울특별시 양천구 등촌로 236 3층 (목동),서울특별시 양천구 목동 606-18번지 3층 
2330,짐에스디비(GYM SDB),2019-01-07,,,13,영업중,서울특별시 양천구 신정로11길 64 통연빌딩 2층 (신정동),서울특별시 양천구 신정동 774-4번지 통연빌딩 
2331,디오필라앤핏,2019-06-03,,,13,영업중,서울특별시 양천구 목동동로 212 더빌딩 지1층 (목동),서울특별시 양천구 목동 405-171번지 더빌딩 
2332,피트니스 에이치,2022-09-16,,,13,영업중,서울특별시 중랑구 사가정로 373 성윤빌딩 (면목동),서울특별시 중랑구 면목동 605-38 성윤빌딩
2333,산체스짐,2019-04-19,,,13,영업중,서울특별시 양천구 중앙로32길 55 2층 204.205.206.207(일부)호 (신정동),서울특별시 양천구 신정동 1022-9번지 
2334,프라임짐,2019-04-02,,,13,영업중,서울특별시 양천구 목동중앙서로 48-1 3층 (목동),서울특별시 양천구 목동 799-8 
2335,Life Body shop,2019-07-25,,,13,영업중,서울특별시 양천구 오목로 333 에이동 3층 (목동),서울특별시 양천구 목동 406-22번지 메이동 
2336,허니짐,2019-07-25,,,13,영업중,서울특별시 양천구 목동중앙로 97 청우빌딩 2층 201호 (목동),서울특별시 양천구 목동 752-10번지 청우빌딩 
2337,피트니스 바이블&스파,2019-10-10,,,13,영업중,서울특별시 양천구 목동로 210 타운빌딩 지하2층 (목동),서울특별시 양천구 목동 810-1 타운빌딩 
2338,메이크바디PT,2019-10-25,,,13,영업중,서울특별시 양천구 목동서로 77 현대월드타워 B116호 (목동),서울특별시 양천구 목동 907번지 현대월드타워 
2339,리폼드 크로스핏,2019-12-12,,,13,영업중,서울특별시 양천구 오목로 340 협성빌딩 A동 지하1층 (목동),서울특별시 양천구 목동 405-251번지 협성빌딩 
2340,엠비엘,2019-10-06,,,13,영업중,서울특별시 양천구 목동서로 213 세신비젼프라자 5층 509호 (목동),서울특별시 양천구 목동 923번지 세신비젼프라자 509호
2341,갤러리 휘트니스,2019-11-24,,,13,영업중,서울특별시 양천구 중앙로 181 복합메디컬타운 지층 B202호 (신정동),서울특별시 양천구 신정동 1268번지 복합메디컬타운 
2342,브로제이짐(Brojgym),2022-02-14,,,13,영업중,서울특별시 양천구 목동중앙서로 36 MD 798 BUILDING 지층 1호 (목동),서울특별시 양천구 목동 798-8 MD 798 BUILDING 
2343,트루그릿 피트니스 2호점,2022-03-15,,,13,영업중,서울특별시 양천구 오목로 322 보성빌딩 (목동),서울특별시 양천구 목동 405-282 보성빌딩 
2344,건강해 스포츠,1998-02-17,,,13,영업중,서울특별시 양천구 목동중앙북로 19-1 (목동3층),서울특별시 양천구 목동 610-23번지 3층 
2345,아트짐 신정점,2011-11-01,,,13,영업중,서울특별시 양천구 중앙로 251 B201호 (신정동),서울특별시 양천구 신정동 1182-2 
2346,라인짐 휘트니스,2012-06-11,,,13,영업중,서울특별시 양천구 신정이펜2로 12 B101B201호 (신정동 이펜하우스타워),서울특별시 양천구 신정동 783 이펜하우스타워 
2347,나다피트니스,2012-08-08,,,13,영업중,서울특별시 양천구 목동중앙북로 74 (목동),서울특별시 양천구 목동 506-17번지 
2348,노블레스헬스,2002-11-15,,,13,영업중,서울특별시 양천구 목동동로 59 (신정동로얄프라자9층),서울특별시 양천구 신정동 323-32번지 로얄프라자9층 
2349,유니온헬스,2003-06-12,,,13,영업중,서울특별시 양천구 신정로 312 (신정동 뉴프라자(501-1호~504호)),서울특별시 양천구 신정동 1267 
2350,휘트니스클럽아로마,2003-07-16,,,13,영업중,서울특별시 양천구 목동동로 257 (목동하이페리온(8층)),서울특별시 양천구 목동 916 하이페리온(8층) 
2351,스타존 휘트니스,2003-07-16,,,13,영업중,서울특별시 양천구 지양로 87  (신월동백마빌딩4층),서울특별시 양천구 신월동 933-2번지 백마빌딩4층 
2352,루나짐,2003-08-19,,,13,영업중,서울특별시 양천구 가로공원로 121 4층 (신월동),서울특별시 양천구 신월동 81-3 
2353,JS 휘트니스,2003-09-04,,,13,영업중,서울특별시 양천구 지양로 22  (신월동지층),서울특별시 양천구 신월동 992-3번지 지층 
2354,엘스케어,2007-10-08,,,13,영업중,서울특별시 양천구 오목로 300 지하층 101-106호 (목동 현대하이페리온2),서울특별시 양천구 목동 961번지 현대하이페리온2 
2355,GYM-MATE FITNESS CLUB,2008-08-08,,,13,영업중,서울특별시 양천구 목동동로 385  (목동벽산미라지타워 B1층),서울특별시 양천구 목동 907-14번지 벽산미라지타워 B1층 
2356,로키스,2015-06-19,,,13,영업중,서울특별시 양천구 목동서로 77 B109호 (목동 현대월드타워),서울특별시 양천구 목동 907번지 현대월드타워 B109호
2357,픽스바디짐 신월점,2015-12-09,,,13,영업중,서울특별시 양천구 곰달래로5길 17 신월프라자 2층 (신월동),서울특별시 양천구 신월동 128 신월프라자 
2358,스카이휘트니스,2016-01-22,,,13,영업중,서울특별시 양천구 공항대로 552 B109호 (목동 대우마이빌),서울특별시 양천구 목동 603-2번지 B109호
2359,피트니스포에버,2016-02-12,,,13,영업중,서울특별시 양천구 오목로 279 현대프라자 지층 101호 (목동),서울특별시 양천구 목동 406-4번지 현대프라자 지하101호
2360,코카머슬 휘트니스,2016-05-18,,,13,영업중,서울특별시 양천구 오목로 48 (신월동),서울특별시 양천구 신월동 514-2번지 
2361,스포짐휘트니스,2016-07-26,,,13,영업중,서울특별시 양천구 오목로 344 (목동 청학빌딩),서울특별시 양천구 목동 405-25번지 청학빌딩 지하1층 
2362,커브스 목동클럽,2008-09-03,,,13,영업중,서울특별시 양천구 목동서로 133-2 (목동5층),서울특별시 양천구 목동 905-34번지 5층 
2363,광영문화원,2009-03-20,,,13,영업중,서울특별시 양천구 남부순환로30길 17  (신월동),서울특별시 양천구 신월동 43-1번지 
2364,큐디짐S,2009-10-15,,,13,영업중,서울특별시 양천구 목동서로 213 (목동세신비전프라자 909910호),서울특별시 양천구 목동 923번지 세신비전프라자 909910호 
2365,염창역점 스포애니 주)케이디스포츠,2010-01-11,,,13,영업중,서울특별시 양천구 목동중앙북로 73 (목동덕수프라자 5층),서울특별시 양천구 목동 507-2 덕수프라자 5층 
2366,슈퍼맨짐,2016-09-26,,,13,영업중,서울특별시 양천구 등촌로 160 2층층 가호 (목동),서울특별시 양천구 목동 657-16번지 2층 가호 
2367,밀리언짐,2016-10-31,,,13,영업중,서울특별시 양천구 신정로 312 뉴프라자 3층 305306307308호 (신정동),서울특별시 양천구 신정동 1267번지 뉴프라자 
2368,서문석헬스GYM,2001-01-19,,,13,영업중,서울특별시 양천구 오목로 233 (신정동),서울특별시 양천구 신정동 902-10번지 
